CustomerID,BaseCharges,DOC,TotalCharges,DOE,ElectronicBilling,ContractType,PaymentMethod
Cust5762,369.25,05-01-2012,17907,26-Jan-08,Yes,One year,Bank transfer (automatic)
Cust6080,102.25,05-01-2012,102.25,06-Dec-11,Yes,Month-to-month,Mailed check
Cust3540,249.25,05-01-2012,3085.75,10-Jan-11,Yes,Month-to-month,Bank transfer (automatic)
Cust1683,330.25,05-01-2012,17310.5,30-Jun-07,Yes,One year,Credit card (automatic)
Cust4444,253,05-01-2012,6443.75,15-Jan-10,Yes,One year,Mailed check
Cust5605,427.75,05-01-2012,4258.75,11-Mar-11,No,Month-to-month,Electronic check
Cust4839,537.5,05-01-2012,39268.5,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust1334,351.5,05-01-2012,351.5,06-Dec-11,Yes,Month-to-month,Electronic check
Cust4240,445.5,05-01-2012,28091.5,02-Dec-06,Yes,Month-to-month,Electronic check
Cust3376,125,05-01-2012,3946,19-Jun-09,No,Month-to-month,Credit card (automatic)
Cust5316,564.75,05-01-2012,9412.75,12-Sep-10,Yes,Month-to-month,Electronic check
Cust3735,495,05-01-2012,23721.75,26-Jan-08,Yes,One year,Electronic check
Cust1471,342,05-01-2012,24276.75,05-Feb-06,No,Two year,Bank transfer (automatic)
Cust4845,472.25,05-01-2012,2490.5,08-Aug-11,Yes,Month-to-month,Electronic check
Cust3089,524,05-01-2012,20659.75,22-Sep-08,No,Month-to-month,Bank transfer (automatic)
Cust4489,483.75,05-01-2012,30627,02-Dec-06,Yes,One year,Electronic check
Cust3748,448.75,05-01-2012,9694.5,16-Mar-10,Yes,Month-to-month,Bank transfer (automatic)
Cust1634,402,05-01-2012,28635.75,07-Mar-06,No,Two year,Credit card (automatic)
Cust4097,490.5,05-01-2012,24355.25,25-Feb-08,Yes,Month-to-month,Electronic check
Cust6479,417.25,05-01-2012,19439.25,26-Jan-08,Yes,One year,Credit card (automatic)
Cust6470,100.25,05-01-2012,477.75,08-Aug-11,No,Month-to-month,Credit card (automatic)
Cust1361,582.5,05-01-2012,31912.75,30-Jun-07,Yes,Month-to-month,Electronic check
Cust2136,292,05-01-2012,4824.5,14-Jul-10,Yes,Month-to-month,Credit card (automatic)
Cust3977,398.25,05-01-2012,19351.5,26-Jan-08,No,Two year,Electronic check
Cust2981,510,05-01-2012,32646.25,02-Dec-06,No,One year,Electronic check
Cust2656,499.75,05-01-2012,11463.75,14-Feb-10,Yes,One year,Credit card (automatic)
Cust4820,505.5,05-01-2012,18720.25,21-Dec-08,Yes,Month-to-month,Electronic check
Cust4795,255.5,05-01-2012,6348,15-Jan-10,Yes,Month-to-month,Credit card (automatic)
Cust5520,502.25,05-01-2012,17073.25,21-Mar-09,Yes,Month-to-month,Electronic check
Cust1696,467.5,05-01-2012,14854,20-May-09,Yes,Month-to-month,Electronic check
Cust4246,501.5,05-01-2012,33771.75,05-Jun-06,Yes,One year,Electronic check
Cust6176,478.25,05-01-2012,33721,06-May-06,Yes,One year,Credit card (automatic)
Cust3670,392.25,05-01-2012,15632.25,23-Aug-08,No,Two year,Electronic check
Cust5434,540.75,05-01-2012,17164.5,20-May-09,Yes,Month-to-month,Credit card (automatic)
Cust3805,469.25,05-01-2012,854.25,06-Nov-11,Yes,Month-to-month,Electronic check
Cust5733,496.5,05-01-2012,12567.5,16-Dec-09,No,Two year,Bank transfer (automatic)
Cust5957,400,05-01-2012,5146.75,11-Dec-10,Yes,Month-to-month,Credit card (automatic)
Cust1956,421.25,05-01-2012,22949.25,30-Jun-07,Yes,One year,Credit card (automatic)
Cust5471,126.75,05-01-2012,3616.5,19-Jul-09,No,One year,Bank transfer (automatic)
Cust5752,98,05-01-2012,1572.25,12-Sep-10,No,Month-to-month,Mailed check
Cust2606,102.25,05-01-2012,5123.25,27-Dec-07,No,Two year,Credit card (automatic)
Cust2552,223.25,05-01-2012,1612.5,09-Jun-11,Yes,Month-to-month,Bank transfer (automatic)
Cust4451,276.25,05-01-2012,15599.5,30-Jun-07,Yes,Two year,Credit card (automatic)
Cust1373,102.5,05-01-2012,7511.25,05-Feb-06,No,Two year,Credit card (automatic)
Cust1285,528,05-01-2012,30343.25,31-May-07,Yes,One year,Credit card (automatic)
Cust3077,247.75,05-01-2012,10389.75,24-Jul-08,Yes,Month-to-month,Electronic check
Cust6359,493.5,05-01-2012,11245.5,14-Feb-10,Yes,Month-to-month,Credit card (automatic)
Cust3994,528.5,05-01-2012,14897.5,17-Sep-09,Yes,Month-to-month,Electronic check
Cust2448,456.5,05-01-2012,456.5,06-Dec-11,Yes,Month-to-month,Electronic check
Cust1597,476.25,05-01-2012,27323.25,01-May-07,Yes,Two year,Electronic check
Cust1352,122.25,05-01-2012,7465.5,02-Mar-07,No,Two year,Electronic check
Cust3011,150.5,05-01-2012,8117,28-Sep-07,No,One year,Mailed check
Cust2071,400.5,05-01-2012,1992.75,08-Aug-11,Yes,Month-to-month,Mailed check
Cust5371,474.75,05-01-2012,10714,16-Mar-10,Yes,Month-to-month,Bank transfer (automatic)
Cust2971,344.75,05-01-2012,344.75,06-Dec-11,Yes,Month-to-month,Electronic check
Cust4689,553,05-01-2012,32934.25,31-Jan-07,Yes,Two year,Electronic check
Cust2230,472,05-01-2012,472,06-Dec-11,No,Month-to-month,Electronic check
Cust3015,102,05-01-2012,2414,15-Jan-10,No,One year,Credit card (automatic)
Cust1849,239.25,05-01-2012,11783.75,28-Oct-07,No,One year,Credit card (automatic)
Cust3629,358.25,05-01-2012,358.25,06-Dec-11,Yes,Month-to-month,Electronic check
Cust1524,282,05-01-2012,19742.25,05-Jun-06,Yes,Two year,Mailed check
Cust5794,445,05-01-2012,29493,04-Aug-06,No,One year,Electronic check
Cust3418,274.5,05-01-2012,13070.5,27-Nov-07,No,One year,Bank transfer (automatic)
Cust3949,227,05-01-2012,404.75,06-Nov-11,Yes,Month-to-month,Electronic check
Cust3316,550,05-01-2012,35693.25,03-Sep-06,Yes,One year,Credit card (automatic)
Cust1419,573.5,05-01-2012,39249.25,05-Jun-06,Yes,Two year,Bank transfer (automatic)
Cust6066,406.75,05-01-2012,20304.5,27-Dec-07,No,Two year,Credit card (automatic)
Cust2080,239.25,05-01-2012,9432,22-Oct-08,Yes,One year,Electronic check
Cust4371,352.5,05-01-2012,4146.5,09-Feb-11,No,Month-to-month,Mailed check
Cust5654,95,05-01-2012,95,06-Dec-11,Yes,Month-to-month,Mailed check
Cust5021,376.75,05-01-2012,376.75,06-Dec-11,No,Month-to-month,Credit card (automatic)
Cust4190,372,05-01-2012,372,06-Dec-11,Yes,Month-to-month,Electronic check
Cust3863,226,05-01-2012,9209.5,23-Aug-08,No,Month-to-month,Bank transfer (automatic)
Cust2390,542.5,05-01-2012,34404.25,03-Oct-06,Yes,One year,Mailed check
Cust6025,99,05-01-2012,3385.25,21-Dec-08,No,One year,Credit card (automatic)
Cust5357,431.25,05-01-2012,908.25,06-Nov-11,Yes,Month-to-month,Electronic check
Cust3956,96,05-01-2012,3514.5,20-Jan-09,No,Month-to-month,Bank transfer (automatic)
Cust1292,198.5,05-01-2012,3550.25,14-Jun-10,Yes,Month-to-month,Electronic check
Cust1520,379.25,05-01-2012,21306,31-May-07,Yes,Two year,Credit card (automatic)
Cust3697,530.25,05-01-2012,34906.75,04-Aug-06,Yes,Two year,Credit card (automatic)
Cust2649,100.5,05-01-2012,3276.5,19-Feb-09,No,Two year,Mailed check
Cust3213,524,05-01-2012,37350.5,05-Feb-06,Yes,Two year,Bank transfer (automatic)
Cust4664,536.25,05-01-2012,30166.5,31-May-07,Yes,One year,Electronic check
Cust4483,429.75,05-01-2012,15550.5,19-Feb-09,Yes,One year,Credit card (automatic)
Cust4643,107.25,05-01-2012,3527.25,19-Feb-09,No,Two year,Bank transfer (automatic)
Cust1435,420.5,05-01-2012,15938.25,21-Nov-08,No,One year,Bank transfer (automatic)
Cust5987,102.5,05-01-2012,2815.25,17-Sep-09,No,Month-to-month,Mailed check
Cust3209,494,05-01-2012,14035.5,18-Aug-09,Yes,Month-to-month,Credit card (automatic)
Cust3907,384.5,05-01-2012,25115,05-Jun-06,Yes,One year,Credit card (automatic)
Cust4979,99.75,05-01-2012,238.5,06-Nov-11,No,One year,Mailed check
Cust5347,224.25,05-01-2012,12864.75,01-May-07,Yes,Month-to-month,Electronic check
Cust3477,418.5,05-01-2012,13166.5,20-May-09,No,One year,Credit card (automatic)
Cust1857,125.5,05-01-2012,8954,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust1422,404.25,05-01-2012,7229.75,13-Aug-10,No,One year,Electronic check
Cust2056,506.5,05-01-2012,36306.25,05-Feb-06,Yes,Two year,Bank transfer (automatic)
Cust4017,371.5,05-01-2012,371.5,06-Dec-11,Yes,Month-to-month,Credit card (automatic)
Cust4782,337.25,05-01-2012,13655,22-Sep-08,No,Month-to-month,Electronic check
Cust5839,97.5,05-01-2012,1134,09-Feb-11,No,One year,Mailed check
Cust6055,103.25,05-01-2012,4377.75,23-Aug-08,No,Two year,Credit card (automatic)
Cust6183,401.75,05-01-2012,27946.5,05-Jun-06,Yes,Month-to-month,Credit card (automatic)
Cust1878,505.25,05-01-2012,29856.25,01-Jan-07,Yes,Two year,Bank transfer (automatic)
Cust5026,97,05-01-2012,2077,15-May-10,No,Month-to-month,Mailed check
Cust3337,273.25,05-01-2012,7587.5,17-Sep-09,No,Month-to-month,Bank transfer (automatic)
Cust5425,505.5,05-01-2012,20081,23-Aug-08,Yes,One year,Bank transfer (automatic)
Cust3836,225.75,05-01-2012,225.75,06-Dec-11,No,Month-to-month,Electronic check
Cust1407,407,05-01-2012,21772.25,28-Sep-07,Yes,One year,Credit card (automatic)
Cust3028,300.5,05-01-2012,300.5,06-Dec-11,No,Month-to-month,Mailed check
Cust4698,310.25,05-01-2012,591.5,06-Nov-11,No,Month-to-month,Bank transfer (automatic)
Cust3679,96.75,05-01-2012,5766.25,30-Jun-07,No,Two year,Bank transfer (automatic)
Cust1751,374.5,05-01-2012,5536.25,12-Oct-10,Yes,Month-to-month,Bank transfer (automatic)
Cust1458,124.75,05-01-2012,6307.25,27-Nov-07,No,Two year,Mailed check
Cust4163,296.5,05-01-2012,11045.75,22-Oct-08,No,One year,Electronic check
Cust1968,430.5,05-01-2012,24452.5,01-Apr-07,Yes,Two year,Electronic check
Cust6045,103.25,05-01-2012,670.25,09-Jun-11,No,One year,Mailed check
Cust5406,400,05-01-2012,25201,02-Nov-06,No,One year,Credit card (automatic)
Cust1355,376.5,05-01-2012,376.5,06-Dec-11,No,Month-to-month,Electronic check
Cust2506,412.25,05-01-2012,28233,05-Jun-06,Yes,Two year,Credit card (automatic)
Cust3483,219.5,05-01-2012,1392,09-Jun-11,No,Month-to-month,Mailed check
Cust4364,98.25,05-01-2012,1353,12-Oct-10,No,One year,Mailed check
Cust1219,375,05-01-2012,1045.5,07-Oct-11,No,Month-to-month,Mailed check
Cust1502,102.75,05-01-2012,5065.25,25-Feb-08,No,One year,Credit card (automatic)
Cust3487,452,05-01-2012,22473.25,27-Dec-07,Yes,Month-to-month,Credit card (automatic)
Cust5835,420,05-01-2012,28571.25,04-Aug-06,Yes,Two year,Mailed check
Cust6098,395.25,05-01-2012,28653.5,05-Feb-06,No,Two year,Bank transfer (automatic)
Cust4885,252.75,05-01-2012,16300.5,05-Jul-06,No,Two year,Bank transfer (automatic)
Cust1284,101,05-01-2012,7063.25,06-May-06,No,Two year,Bank transfer (automatic)
Cust1652,324.5,05-01-2012,18977.25,01-Apr-07,Yes,Two year,Credit card (automatic)
Cust4046,387.75,05-01-2012,17355.5,25-May-08,Yes,One year,Mailed check
Cust4329,351.5,05-01-2012,3380.75,11-Mar-11,No,One year,Electronic check
Cust1312,98.75,05-01-2012,98.75,06-Dec-11,Yes,Month-to-month,Credit card (automatic)
Cust4639,450.5,05-01-2012,450.5,06-Dec-11,Yes,Month-to-month,Electronic check
Cust3675,353.5,05-01-2012,1128.25,07-Oct-11,No,Month-to-month,Mailed check
Cust1672,568.25,05-01-2012,39696.25,06-Apr-06,Yes,Two year,Bank transfer (automatic)
Cust3521,404.25,05-01-2012,29123.75,05-Feb-06,No,Two year,Bank transfer (automatic)
Cust3374,428.75,05-01-2012,31119,07-Mar-06,No,Two year,Credit card (automatic)
Cust2676,103.75,05-01-2012,705.5,09-Jun-11,No,Month-to-month,Mailed check
Cust3964,421.5,05-01-2012,7689.5,14-Jul-10,No,Month-to-month,Bank transfer (automatic)
Cust4498,288.25,05-01-2012,4963.5,14-Jul-10,No,Month-to-month,Mailed check
Cust6302,543,05-01-2012,38454.5,07-Mar-06,Yes,Two year,Credit card (automatic)
Cust4843,320.25,05-01-2012,3669.75,09-Feb-11,No,Month-to-month,Bank transfer (automatic)
Cust1272,409,05-01-2012,22672.25,31-May-07,Yes,Two year,Credit card (automatic)
Cust1677,100.25,05-01-2012,100.25,06-Dec-11,No,Month-to-month,Mailed check
Cust2810,101.75,05-01-2012,175.5,06-Nov-11,No,Month-to-month,Credit card (automatic)
Cust2218,377.5,05-01-2012,26063.25,06-Apr-06,Yes,Two year,Bank transfer (automatic)
Cust5390,106,05-01-2012,1113.25,11-Mar-11,Yes,Month-to-month,Electronic check
Cust4893,101.75,05-01-2012,2113.5,15-Apr-10,Yes,One year,Mailed check
Cust3945,300.25,05-01-2012,20883.5,06-May-06,Yes,Two year,Bank transfer (automatic)
Cust3529,101.75,05-01-2012,101.75,06-Dec-11,Yes,Month-to-month,Mailed check
Cust4057,206.75,05-01-2012,536.25,07-Oct-11,No,Month-to-month,Mailed check
Cust3580,339.25,05-01-2012,23138.25,05-Jul-06,No,Two year,Mailed check
Cust2398,394.25,05-01-2012,8861.25,15-Jan-10,Yes,Month-to-month,Electronic check
Cust2138,221.5,05-01-2012,446.5,06-Nov-11,Yes,Month-to-month,Electronic check
Cust6425,312.75,05-01-2012,13982.25,25-Apr-08,Yes,One year,Credit card (automatic)
Cust3664,403.25,05-01-2012,720.75,06-Nov-11,Yes,Month-to-month,Electronic check
Cust3201,101.25,05-01-2012,184,06-Nov-11,No,Month-to-month,Mailed check
Cust5431,424.5,05-01-2012,26322.5,01-Jan-07,No,One year,Bank transfer (automatic)
Cust2225,370.5,05-01-2012,370.5,06-Dec-11,No,One year,Credit card (automatic)
Cust4250,426.75,05-01-2012,3773.25,10-Apr-11,Yes,Month-to-month,Bank transfer (automatic)
Cust2538,99.75,05-01-2012,1269,11-Dec-10,Yes,One year,Electronic check
Cust3799,401,05-01-2012,17908,24-Jun-08,Yes,One year,Electronic check
Cust2372,525,05-01-2012,37949,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust4437,402.25,05-01-2012,16879.5,24-Jul-08,No,One year,Credit card (automatic)
Cust1492,251,05-01-2012,10847,24-Jun-08,No,Month-to-month,Mailed check
Cust2238,407.75,05-01-2012,22547.5,30-Jun-07,Yes,Month-to-month,Electronic check
Cust4861,349.25,05-01-2012,349.25,06-Dec-11,Yes,Month-to-month,Electronic check
Cust1507,429,05-01-2012,10968.25,16-Nov-09,Yes,Month-to-month,Credit card (automatic)
Cust5050,448.75,05-01-2012,32979.5,05-Feb-06,No,Two year,Credit card (automatic)
Cust2824,577.5,05-01-2012,41563.75,05-Feb-06,Yes,Two year,Bank transfer (automatic)
Cust6413,405,05-01-2012,1948,08-Aug-11,Yes,Month-to-month,Credit card (automatic)
Cust3516,366.5,05-01-2012,4140.25,10-Jan-11,Yes,Month-to-month,Credit card (automatic)
Cust2162,461.5,05-01-2012,33599.5,05-Feb-06,No,Two year,Credit card (automatic)
Cust1423,448.75,05-01-2012,5262,10-Jan-11,Yes,Month-to-month,Bank transfer (automatic)
Cust1592,125.75,05-01-2012,2063,13-Aug-10,Yes,Two year,Mailed check
Cust5485,370.25,05-01-2012,4363.25,10-Jan-11,No,One year,Mailed check
Cust3633,348.5,05-01-2012,15118.25,26-Jan-08,No,One year,Bank transfer (automatic)
Cust5586,381.75,05-01-2012,381.75,06-Dec-11,No,Month-to-month,Electronic check
Cust5003,211.75,05-01-2012,8582.25,22-Sep-08,Yes,One year,Electronic check
Cust3948,520.5,05-01-2012,33500.25,03-Sep-06,Yes,Two year,Bank transfer (automatic)
Cust1697,102.75,05-01-2012,497.25,08-Aug-11,No,One year,Electronic check
Cust2198,97.5,05-01-2012,751.75,10-Apr-11,No,Month-to-month,Bank transfer (automatic)
Cust1793,101.75,05-01-2012,3086.75,18-Aug-09,No,One year,Mailed check
Cust2580,98.25,05-01-2012,2474.5,16-Nov-09,No,Two year,Credit card (automatic)
Cust3504,127,05-01-2012,8910.25,06-Apr-06,No,Two year,Mailed check
Cust1772,475,05-01-2012,12486,16-Nov-09,Yes,Month-to-month,Electronic check
Cust1777,269,05-01-2012,3257.75,09-Feb-11,No,One year,Bank transfer (automatic)
Cust2388,260.75,05-01-2012,12918.75,27-Dec-07,Yes,Month-to-month,Credit card (automatic)
Cust4834,302.5,05-01-2012,19350,05-Jul-06,No,One year,Credit card (automatic)
Cust5375,496.25,05-01-2012,32747.25,03-Oct-06,No,Two year,Credit card (automatic)
Cust2955,378.25,05-01-2012,1997.25,08-Aug-11,Yes,Month-to-month,Mailed check
Cust5718,267,05-01-2012,17895.75,05-Jul-06,Yes,Month-to-month,Credit card (automatic)
Cust6301,355,05-01-2012,10400.5,18-Aug-09,Yes,One year,Credit card (automatic)
Cust6179,316.25,05-01-2012,16712.25,28-Sep-07,Yes,Two year,Credit card (automatic)
Cust5100,321.75,05-01-2012,22698,05-Jun-06,No,Two year,Credit card (automatic)
Cust5467,175.75,05-01-2012,498.75,07-Oct-11,Yes,Month-to-month,Electronic check
Cust2161,249,05-01-2012,5245.25,16-Mar-10,Yes,Month-to-month,Electronic check
Cust3352,443.75,05-01-2012,26743.25,02-Mar-07,Yes,Month-to-month,Credit card (automatic)
Cust3571,522.25,05-01-2012,10924.25,14-Feb-10,Yes,Month-to-month,Electronic check
Cust3408,426.75,05-01-2012,6875.75,12-Sep-10,Yes,Month-to-month,Credit card (automatic)
Cust3144,293,05-01-2012,7513.25,16-Dec-09,Yes,Month-to-month,Credit card (automatic)
Cust5096,521.5,05-01-2012,33626.5,03-Sep-06,Yes,Two year,Credit card (automatic)
Cust3729,96.5,05-01-2012,2966,20-May-09,No,One year,Mailed check
Cust5422,125.75,05-01-2012,7549.5,01-Apr-07,No,Two year,Credit card (automatic)
Cust4516,520.5,05-01-2012,35204.25,05-Jul-06,No,One year,Electronic check
Cust1980,102,05-01-2012,7072.25,03-Sep-06,Yes,Two year,Credit card (automatic)
Cust3460,349.75,05-01-2012,719.5,06-Nov-11,No,Month-to-month,Mailed check
Cust6376,100.75,05-01-2012,2162.5,16-Mar-10,No,Month-to-month,Credit card (automatic)
Cust4481,246.75,05-01-2012,16606.75,05-Jul-06,Yes,One year,Bank transfer (automatic)
Cust2241,325.75,05-01-2012,3616.75,09-Feb-11,Yes,Month-to-month,Bank transfer (automatic)
Cust4386,97.25,05-01-2012,430.25,08-Aug-11,No,Month-to-month,Mailed check
Cust3988,126.5,05-01-2012,3381.75,16-Dec-09,No,One year,Bank transfer (automatic)
Cust3825,501.25,05-01-2012,11938.75,16-Dec-09,Yes,Month-to-month,Electronic check
Cust2848,154.25,05-01-2012,1970.5,11-Dec-10,Yes,Month-to-month,Bank transfer (automatic)
Cust4781,478.25,05-01-2012,25442,28-Sep-07,Yes,Month-to-month,Credit card (automatic)
Cust2330,507,05-01-2012,30883,31-Jan-07,Yes,One year,Bank transfer (automatic)
Cust1253,99.5,05-01-2012,769.75,10-May-11,No,One year,Credit card (automatic)
Cust2374,425.5,05-01-2012,18311.25,24-Jun-08,No,One year,Credit card (automatic)
Cust4347,430,05-01-2012,7662.25,14-Jun-10,Yes,Month-to-month,Bank transfer (automatic)
Cust5898,394.5,05-01-2012,11920.75,18-Aug-09,Yes,Month-to-month,Electronic check
Cust2391,382.25,05-01-2012,22597.5,02-Mar-07,Yes,Two year,Mailed check
Cust4016,297.5,05-01-2012,2650.25,10-Apr-11,Yes,Month-to-month,Bank transfer (automatic)
Cust4425,501.5,05-01-2012,33019,03-Oct-06,Yes,One year,Credit card (automatic)
Cust1679,499,05-01-2012,21956.25,26-Mar-08,Yes,Month-to-month,Electronic check
Cust2350,522,05-01-2012,33608,03-Oct-06,Yes,One year,Bank transfer (automatic)
Cust4741,307,05-01-2012,9323.25,20-May-09,No,Month-to-month,Bank transfer (automatic)
Cust5869,354.5,05-01-2012,24556.75,05-Jun-06,No,Two year,Credit card (automatic)
Cust2762,573.25,05-01-2012,30247.5,30-Jul-07,Yes,One year,Mailed check
Cust5228,402.5,05-01-2012,5059,11-Dec-10,Yes,Month-to-month,Electronic check
Cust6356,227,05-01-2012,1073.75,08-Aug-11,No,Month-to-month,Credit card (automatic)
Cust5236,369.25,05-01-2012,2006.5,09-Jul-11,Yes,Month-to-month,Mailed check
Cust2108,97,05-01-2012,4839.25,26-Mar-08,No,Two year,Mailed check
Cust3135,525,05-01-2012,20132,21-Nov-08,Yes,Month-to-month,Electronic check
Cust3786,101.5,05-01-2012,201.25,06-Nov-11,No,Month-to-month,Mailed check
Cust3525,447,05-01-2012,5478.25,10-Jan-11,Yes,Month-to-month,Electronic check
Cust3393,255.25,05-01-2012,10330,22-Oct-08,No,Month-to-month,Credit card (automatic)
Cust5581,343.75,05-01-2012,8447.25,14-Feb-10,Yes,One year,Bank transfer (automatic)
Cust5183,525.5,05-01-2012,18174,21-Mar-09,Yes,Month-to-month,Electronic check
Cust5015,438,05-01-2012,13621.25,19-Jun-09,No,Month-to-month,Electronic check
Cust3926,267.5,05-01-2012,17589.5,03-Sep-06,Yes,Two year,Bank transfer (automatic)
Cust2351,247.75,05-01-2012,247.75,06-Dec-11,Yes,Month-to-month,Electronic check
Cust4497,508,05-01-2012,19652.75,23-Aug-08,Yes,One year,Bank transfer (automatic)
Cust5636,498.25,05-01-2012,4102.5,10-May-11,Yes,Month-to-month,Electronic check
Cust5102,380.25,05-01-2012,13736,19-Feb-09,Yes,Month-to-month,Electronic check
Cust4813,101.25,05-01-2012,4274.5,24-Jul-08,No,One year,Mailed check
Cust4646,101.25,05-01-2012,873.25,10-May-11,No,Two year,Mailed check
Cust2540,473.5,05-01-2012,8439.75,14-Jul-10,Yes,Month-to-month,Electronic check
Cust1791,527.5,05-01-2012,4147.75,10-May-11,Yes,Month-to-month,Electronic check
Cust1596,445,05-01-2012,3027.25,09-Jun-11,Yes,Month-to-month,Electronic check
Cust4122,472.25,05-01-2012,25365.5,30-Jun-07,Yes,Month-to-month,Credit card (automatic)
Cust6200,399.25,05-01-2012,10005,15-Jan-10,Yes,Month-to-month,Credit card (automatic)
Cust6402,124.75,05-01-2012,1402,10-Jan-11,No,One year,Credit card (automatic)
Cust1995,481.75,05-01-2012,15951.25,21-Mar-09,Yes,Month-to-month,Electronic check
Cust4362,371.75,05-01-2012,26187,05-Feb-06,Yes,Two year,Electronic check
Cust4363,126.25,05-01-2012,5541,24-Jul-08,No,Two year,Electronic check
Cust4074,323.5,05-01-2012,23730.25,05-Feb-06,Yes,Two year,Electronic check
Cust6021,496.5,05-01-2012,4593.75,10-Apr-11,Yes,Month-to-month,Credit card (automatic)
Cust3291,245,05-01-2012,6456.75,17-Oct-09,No,Month-to-month,Mailed check
Cust5527,448.75,05-01-2012,3044,09-Jun-11,Yes,Month-to-month,Electronic check
Cust5090,123.75,05-01-2012,6173,28-Oct-07,No,Two year,Mailed check
Cust3121,98.5,05-01-2012,1978,15-May-10,No,One year,Bank transfer (automatic)
Cust3538,406.5,05-01-2012,15953.25,23-Aug-08,Yes,Month-to-month,Credit card (automatic)
Cust1908,426.5,05-01-2012,30646,05-Feb-06,No,Two year,Bank transfer (automatic)
Cust2577,119.75,05-01-2012,6081.75,28-Oct-07,Yes,One year,Mailed check
Cust1430,100.25,05-01-2012,2000,15-May-10,No,Two year,Mailed check
Cust1745,529.75,05-01-2012,21676,22-Sep-08,Yes,One year,Credit card (automatic)
Cust2179,218.5,05-01-2012,13482.75,01-Jan-07,No,One year,Credit card (automatic)
Cust4258,388.25,05-01-2012,3570.75,10-Apr-11,Yes,Month-to-month,Bank transfer (automatic)
Cust3947,360,05-01-2012,21421,02-Dec-06,Yes,Two year,Credit card (automatic)
Cust1578,473.25,05-01-2012,33736.75,05-Feb-06,Yes,Month-to-month,Electronic check
Cust1321,440.25,05-01-2012,4006.5,10-Apr-11,Yes,Month-to-month,Electronic check
Cust2638,372.25,05-01-2012,372.25,06-Dec-11,Yes,Month-to-month,Mailed check
Cust1812,398,05-01-2012,19873.5,28-Oct-07,Yes,One year,Bank transfer (automatic)
Cust2366,421.5,05-01-2012,6542,12-Oct-10,Yes,Month-to-month,Electronic check
Cust3888,295.25,05-01-2012,6267.5,16-Mar-10,Yes,Month-to-month,Mailed check
Cust4751,365.5,05-01-2012,20724.5,30-Jun-07,Yes,Month-to-month,Electronic check
Cust4692,530.5,05-01-2012,14237,17-Sep-09,No,One year,Electronic check
Cust2703,473,05-01-2012,25129,28-Sep-07,No,Month-to-month,Bank transfer (automatic)
Cust1776,96,05-01-2012,2298,16-Nov-09,No,One year,Mailed check
Cust4810,121,05-01-2012,7226,01-Jan-07,Yes,Two year,Mailed check
Cust3506,472.75,05-01-2012,30393.75,03-Sep-06,No,Two year,Credit card (automatic)
Cust5461,100.25,05-01-2012,100.25,06-Dec-11,No,Month-to-month,Bank transfer (automatic)
Cust6186,554,05-01-2012,39411.25,05-Feb-06,Yes,Two year,Credit card (automatic)
Cust1420,424.25,05-01-2012,2077.75,08-Aug-11,Yes,Month-to-month,Mailed check
Cust5567,203.25,05-01-2012,4666.5,15-Jan-10,Yes,Month-to-month,Credit card (automatic)
Cust5354,98.75,05-01-2012,4945.25,27-Nov-07,No,One year,Bank transfer (automatic)
Cust2897,402.25,05-01-2012,5685.25,11-Nov-10,No,Month-to-month,Credit card (automatic)
Cust1366,542.25,05-01-2012,35882.75,05-Jun-06,No,One year,Electronic check
Cust3101,100,05-01-2012,1342.25,11-Dec-10,No,Two year,Credit card (automatic)
Cust5934,374.25,05-01-2012,10908.75,19-Jul-09,No,Two year,Electronic check
Cust4569,525.75,05-01-2012,23654.5,25-Apr-08,Yes,Month-to-month,Electronic check
Cust2942,426.25,05-01-2012,18520.75,25-May-08,Yes,One year,Bank transfer (automatic)
Cust2813,445.75,05-01-2012,21227.75,26-Mar-08,Yes,Month-to-month,Credit card (automatic)
Cust5747,503.5,05-01-2012,30093.25,01-Jan-07,Yes,One year,Credit card (automatic)
Cust5243,99.5,05-01-2012,3330,19-Feb-09,No,One year,Electronic check
Cust1494,101.5,05-01-2012,5657.5,01-Apr-07,No,Two year,Credit card (automatic)
Cust5260,97.75,05-01-2012,97.75,06-Dec-11,No,Month-to-month,Mailed check
Cust5879,488.25,05-01-2012,33717.75,06-May-06,Yes,Two year,Credit card (automatic)
Cust4894,447.75,05-01-2012,18648.75,23-Aug-08,Yes,One year,Electronic check
Cust2502,101.25,05-01-2012,4325,23-Aug-08,Yes,One year,Credit card (automatic)
Cust2052,120,05-01-2012,1348.25,10-Jan-11,Yes,Two year,Bank transfer (automatic)
Cust1572,531,05-01-2012,31876,01-Jan-07,Yes,Month-to-month,Electronic check
Cust2320,480.5,05-01-2012,18234,21-Dec-08,Yes,Month-to-month,Credit card (automatic)
Cust3736,105.25,05-01-2012,1310.25,10-Jan-11,No,Two year,Bank transfer (automatic)
Cust1436,100,05-01-2012,6046.25,02-Nov-06,No,Two year,Credit card (automatic)
Cust4188,101,05-01-2012,101,06-Dec-11,Yes,Month-to-month,Bank transfer (automatic)
Cust4305,350,05-01-2012,5722.5,13-Aug-10,Yes,Month-to-month,Electronic check
