"HouseholdID","Country","State","Retired","HasPartner","HasDependents","Education","Gender"
"Cust3954","India","Maharashtra",0,1,2,"Masters","Female"
"Cust5554","India","Maharashtra",1,2,2,"Graduation","Female"
"Cust6461","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust2024","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust5078","India","Maharashtra",0,1,1,"Masters","Male"
"Cust3692","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust4326","India","Maharashtra",0,1,2,"Masters","Male"
"Cust2476","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust2112","India","Maharashtra",0,1,1,"Masters","Male"
"Cust5415","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust5980","India","Maharashtra",0,2,1,"Masters","Male"
"Cust3507","India","Maharashtra",0,2,2,"Masters","Female"
"Cust5035","India","Maharashtra",0,1,2,"Masters","Male"
"Cust5757","India","Maharashtra",0,2,2,"Masters","Male"
"Cust4352","India","Maharashtra",0,2,1,"ProfessionalQalification","Male"
"Cust5370","India","Maharashtra",1,1,2,"Graduation","Male"
"Cust3382","India","Maharashtra",0,2,2,"Masters","Male"
"Cust6000","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust4564","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust5902","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust4877","India","Maharashtra",0,1,2,"","Female"
"Cust1872","India","Maharashtra",1,2,2,"Masters","Male"
"Cust3655","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust3204","India","Maharashtra",0,2,1,"ProfessionalQalification","Male"
"Cust4446","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust5841","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust1841","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust5457","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust2844","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust2059","India","Maharashtra",0,1,1,"Masters","Female"
"Cust5298","India","Maharashtra",1,1,2,"Highschool or below","Male"
"Cust5679","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust3514","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust2935","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust3566","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust3057","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust2211","India","Maharashtra",0,2,2,"Masters","Male"
"Cust4731","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust5083","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust5479","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust6311","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust4118","India","Maharashtra",0,2,1,"ProfessionalQalification","Female"
"Cust2955","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust2297","India","Maharashtra",0,2,2,"Masters","Male"
"Cust5204","India","Maharashtra",0,2,1,"Highschool or below","Female"
"Cust2808","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust5009","India","Maharashtra",1,2,2,"Graduation","Male"
"Cust1935","India","Maharashtra",0,2,2,"Masters","Male"
"Cust3595","India","Maharashtra",0,1,2,"Masters","Male"
"Cust4319","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust1590","India","Maharashtra",0,2,1,"Graduation","Male"
"Cust2356","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust3589","India","Maharashtra",1,1,2,"Highschool or below","Male"
"Cust2245","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust3832","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust1297","India","Maharashtra",0,1,2,"Masters","Male"
"Cust5532","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust4057","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust4547","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust2252","India","Maharashtra",0,1,2,"Masters","Male"
"Cust1648","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust1211","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust5159","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust5450","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust3415","India","Maharashtra",1,2,2,"Highschool or below","Female"
"Cust5263","India","Maharashtra",0,2,2,"Masters","Female"
"Cust5176","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust2392","India","Maharashtra",0,2,2,"Masters","Female"
"Cust4545","India","Maharashtra",0,2,2,"Masters","Male"
"Cust4164","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust3669","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust1930","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust4336","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust4415","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust3412","India","Maharashtra",1,2,2,"ProfessionalQalification","Female"
"Cust3739","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust6486","India","Maharashtra",0,1,1,"Masters","Male"
"Cust6436","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust1867","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust2901","India","Maharashtra",0,1,2,"ProfessionalQalification","Male"
"Cust5473","India","Maharashtra",0,2,1,"Graduation","Male"
"Cust6263","India","Maharashtra",1,1,2,"Masters","Male"
"Cust1247","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust5151","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust4580","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust5146","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust6246","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust6285","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust4030","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust5981","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust1286","India","Maharashtra",0,1,1,"Masters","Male"
"Cust5194","India","Maharashtra",1,1,2,"Masters","Male"
"Cust4274","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust2376","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust3639","India","Maharashtra",1,2,2,"ProfessionalQalification","Female"
"Cust5984","India","Maharashtra",1,1,1,"Masters","Male"
"Cust4582","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust4395","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust3156","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust3497","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust3144","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust2983","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust5559","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust4689","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust2492","India","Maharashtra",0,2,1,"Graduation","Male"
"Cust2659","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust2847","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust1470","India","Maharashtra",1,2,2,"ProfessionalQalification","Female"
"Cust3509","India","Maharashtra",0,1,1,"Other","Male"
"Cust4005","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust4531","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust4673","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust4484","India","Maharashtra",1,1,2,"Highschool or below","Male"
"Cust3355","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust2962","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust4933","India","Maharashtra",1,2,2,"Masters","Male"
"Cust5259","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust4808","India","Maharashtra",0,2,1,"Highschool or below","Female"
"Cust2042","India","Maharashtra",1,2,2,"Highschool or below","Male"
"Cust1251","India","Maharashtra",0,1,1,"Masters","Female"
"Cust3290","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust2462","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust5991","India","Maharashtra",0,2,1,"ProfessionalQalification","Male"
"Cust3305","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust5121","India","Maharashtra",0,1,2,"Masters","Male"
"Cust3319","India","Maharashtra",0,1,2,"ProfessionalQalification","Male"
"Cust5198","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust4740","India","Maharashtra",0,2,2,"Masters","Female"
"Cust3942","?","Maharashtra",1,2,2,"Graduation","Male"
"Cust2668","India","Maharashtra",0,1,2,"Masters","Male"
"Cust1979","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust5624","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust2079","India","Maharashtra",0,1,1,"Masters","Male"
"Cust2520","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust6453","India","Maharashtra",1,2,2,"Highschool or below","Female"
"Cust2233","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust4184","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust2115","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust2768","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust4710","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust3652","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust2184","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust5113","India","Maharashtra",0,1,2,"ProfessionalQalification","Female"
"Cust3917","India","Maharashtra",0,2,2,"Masters","Male"
"Cust3493","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust3895","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust4383","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust4629","India","Maharashtra",0,1,2,"Highschool or below","Male"
"Cust5234","India","Maharashtra",1,2,2,"Masters","Female"
"Cust1361","India","Maharashtra",1,2,2,"Masters","Male"
"Cust6010","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust2803","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust4794","India","Maharashtra",0,1,1,"Masters","Male"
"Cust1850","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust4161","India","Maharashtra",0,1,2,"Highschool or below","Male"
"Cust2899","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust3738","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust4148","India","Maharashtra",0,1,1,"Masters","Female"
"Cust4643","India","Maharashtra",0,2,2,"Masters","Male"
"Cust1750","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust2213","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust6441","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust5912","India","Maharashtra",0,1,1,"Masters","Female"
"Cust5967","India","Maharashtra",1,1,1,"Graduation","Female"
"Cust1212","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust3349","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust4867","India","Maharashtra",1,2,2,"Masters","Female"
"Cust1685","India","Maharashtra",0,1,2,"Highschool or below","Female"
"Cust1350","India","Maharashtra",0,1,2,"Highschool or below","Female"
"Cust5655","India","Maharashtra",1,2,2,"Other","Female"
"Cust5160","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust6301","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust3582","India","Maharashtra",0,1,2,"ProfessionalQalification","Female"
"Cust2428","India","Maharashtra",1,1,2,"Graduation","Male"
"Cust5161","India","Maharashtra",0,1,1,"Masters","Female"
"Cust3563","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust3247","India","Maharashtra",1,2,2,"Highschool or below","Female"
"Cust2341","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust5209","India","Maharashtra",0,2,1,"ProfessionalQalification","Male"
"Cust2103","India","Maharashtra",1,1,2,"Masters","Female"
"Cust5114","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust5703","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust4092","India","Maharashtra",0,2,2,"Masters","Male"
"Cust2215","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust2871","India","Maharashtra",0,1,2,"Masters","Male"
"Cust3293","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust2377","India","Maharashtra",0,2,1,"Highschool or below","Male"
"Cust5247","India","Maharashtra",0,2,1,"Graduation","Female"
"Cust6155","India","Maharashtra",0,2,2,"Masters","Female"
"Cust3992","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust4252","India","Maharashtra",0,2,1,"Graduation","Female"
"Cust1931","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust2521","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust1300","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust6266","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust1825","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust3003","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust4523","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust5092","India","Maharashtra",0,2,2,"Masters","Male"
"Cust1536","India","Maharashtra",1,1,2,"Highschool or below","Male"
"Cust1611","India","Maharashtra",0,2,2,"Masters","Female"
"Cust2015","India","Maharashtra",1,2,2,"ProfessionalQalification","Male"
"Cust6057","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust1727","India","Maharashtra",0,1,2,"ProfessionalQalification","Male"
"Cust3361","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust4131","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust4498","India","Maharashtra",0,2,1,"ProfessionalQalification","Female"
"Cust4909","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust3148","India","Maharashtra",0,1,1,"Masters","Female"
"Cust1250","India","Maharashtra",0,2,1,"Graduation","Male"
"Cust1929","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust4461","India","Maharashtra",0,1,1,"Masters","Female"
"Cust4481","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust6128","India","Maharashtra",0,2,1,"Masters","Female"
"Cust4879","India","Maharashtra",0,2,2,"Masters","Male"
"Cust1454","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust2839","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust4205","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust6397","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust2715","India","Maharashtra",1,2,2,"Highschool or below","Female"
"Cust1557","India","Maharashtra",0,1,2,"Masters","Male"
"Cust5894","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust5309","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust2688","India","Maharashtra",1,2,2,"Highschool or below","Male"
"Cust3256","India","Maharashtra",1,2,2,"Highschool or below","Male"
"Cust5745","India","Maharashtra",1,1,2,"Graduation","Female"
"Cust1665","India","Maharashtra",0,2,1,"Graduation","Female"
"Cust4350","India","Maharashtra",0,1,2,"Highschool or below","Male"
"Cust3248","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust4238","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust5798","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust5936","India","Maharashtra",0,2,1,"Graduation","Female"
"Cust2346","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust1591","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust5117","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust3178","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust5270","India","Maharashtra",0,1,2,"Masters","Female"
"Cust5417","India","Maharashtra",1,2,2,"Graduation","Male"
"Cust1260","India","Maharashtra",0,1,1,"Masters","Male"
"Cust1299","India","Maharashtra",0,2,2,"Masters","Male"
"Cust2508","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust2004","India","Maharashtra",0,1,1,"Masters","Male"
"Cust4620","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust4656","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust5004","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust6207","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust4707","India","Maharashtra",0,1,2,"ProfessionalQalification","Female"
"Cust3605","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust5319","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust1712","India","Maharashtra",0,2,2,"Masters","Female"
"Cust5365","India","Maharashtra",0,1,2,"Highschool or below","Female"
"Cust3200","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust4785","India","Maharashtra",0,1,2,"Highschool or below","Male"
"Cust2000","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust2540","India","Maharashtra",0,1,2,"Masters","Male"
"Cust2249","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust4774","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust3401","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust4765","India","Maharashtra",0,1,2,"ProfessionalQalification","Female"
"Cust1506","India","Maharashtra",1,2,2,"Highschool or below","Female"
"Cust6131","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust5957","India","Maharashtra",0,2,2,"Masters","Female"
"Cust2232","India","Maharashtra",1,1,2,"Graduation","Female"
"Cust4342","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust4137","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust1902","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust6353","India","Maharashtra",0,1,1,"Masters","Female"
"Cust5583","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust1749","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust4529","India","Maharashtra",0,2,2,"Masters","Female"
"Cust2507","India","Maharashtra",1,1,2,"Masters","Male"
"Cust2195","India","Maharashtra",0,1,1,"Masters","Male"
"Cust2504","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust2150","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust3768","India","Maharashtra",0,2,2,"Masters","Male"
"Cust2561","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust2697","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust3923","India","Maharashtra",0,1,2,"ProfessionalQalification","Male"
"Cust1622","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust4577","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust1642","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust6330","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust4444","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust5072","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust2843","India","Maharashtra",0,1,1,"Masters","Male"
"Cust6110","India","Maharashtra",1,1,1,"Graduation","Male"
"Cust3985","India","Maharashtra",0,2,2,"Masters","Male"
"Cust4339","India","Maharashtra",1,2,2,"Masters","Female"
"Cust4697","India","Maharashtra",1,1,2,"Highschool or below","Male"
"Cust2804","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust3791","India","Maharashtra",0,1,2,"Highschool or below","Male"
"Cust2419","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust4159","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust4277","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust6327","India","Maharashtra",0,1,2,"Highschool or below","Female"
"Cust4263","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust3143","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust2609","India","Maharashtra",1,1,2,"Highschool or below","Male"
"Cust3328","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust2056","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust3653","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust2677","India","Maharashtra",1,2,2,"Highschool or below","Female"
"Cust3139","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust1768","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust2408","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust6132","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust3020","India","Maharashtra",0,1,2,"Graduation","Female"
"Cust2670","India","Maharashtra",1,2,2,"ProfessionalQalification","Female"
"Cust2028","India","Maharashtra",0,1,1,"Masters","Female"
"Cust5264","India","Maharashtra",1,1,2,"Graduation","Female"
"Cust6390","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust3008","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust3180","India","Maharashtra",1,2,2,"Highschool or below","Male"
"Cust2355","India","Maharashtra",0,2,2,"Masters","Male"
"Cust1975","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust3710","India","Maharashtra",1,2,2,"Masters","Male"
"Cust4608","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust6145","India","Maharashtra",0,2,2,"Other","Male"
"Cust6315","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust5860","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust6118","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust5857","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust2288","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust2191","India","Maharashtra",0,1,2,"ProfessionalQalification","Female"
"Cust3060","India","Maharashtra",1,1,2,"Masters","Male"
"Cust1523","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust1656","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust3696","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust3888","India","?",0,2,2,"Highschool or below","Female"
"Cust4972","India","Maharashtra",0,2,1,"Graduation","Male"
"Cust4146","India","Maharashtra",0,1,2,"Masters","Male"
"Cust1313","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust5076","India","Maharashtra",1,1,2,"ProfessionalQalification","Male"
"Cust3422","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust1435","India","Maharashtra",0,2,2,"Masters","Female"
"Cust4347","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust3059","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust1546","India","Maharashtra",1,2,2,"Highschool or below","Female"
"Cust2920","India","Maharashtra",0,1,1,"ProfessionalQalification","Female"
"Cust6384","India","Maharashtra",1,1,2,"ProfessionalQalification","Male"
"Cust2440","India","Maharashtra",1,1,2,"Masters","Male"
"Cust4111","India","Maharashtra",0,1,2,"ProfessionalQalification","Female"
"Cust4289","India","Maharashtra",1,2,2,"Graduation","Female"
"Cust2318","India","Maharashtra",1,1,2,"Masters","Female"
"Cust2785","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust6247","India","Maharashtra",0,1,2,"ProfessionalQalification","Male"
"Cust4923","India","Maharashtra",0,1,1,"Masters","Female"
"Cust5437","India","Maharashtra",0,2,1,"Highschool or below","Male"
"Cust6306","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust2442","India","Maharashtra",0,2,2,"","Female"
"Cust4624","India","Maharashtra",0,2,2,"Masters","Female"
"Cust1943","India","Maharashtra",0,1,1,"Masters","Male"
"Cust5767","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust4311","India","Maharashtra",0,2,2,"Masters","Male"
"Cust5305","India","Maharashtra",0,1,1,"Masters","Female"
"Cust3021","India","Maharashtra",1,2,2,"Highschool or below","Male"
"Cust6181","India","Maharashtra",0,1,1,"Masters","Male"
"Cust4216","India","Maharashtra",0,1,2,"Highschool or below","Male"
"Cust2992","India","Maharashtra",0,1,1,"Masters","Female"
"Cust6489","India","Maharashtra",0,2,1,"Highschool or below","Female"
"Cust3740","India","Maharashtra",0,2,2,"Masters","Female"
"Cust3331","India","Maharashtra",0,1,2,"ProfessionalQalification","Female"
"Cust4921","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust6468","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust3758","India","Maharashtra",1,1,2,"Highschool or below","Male"
"Cust2671","India","Maharashtra",1,2,2,"Highschool or below","Female"
"Cust1271","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust6089","India","Maharashtra",1,2,1,"Masters","Male"
"Cust2876","India","Maharashtra",1,2,2,"Highschool or below","Male"
"Cust2266","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust4500","India","Maharashtra",0,1,2,"Highschool or below","Female"
"Cust1605","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust2580","India","Maharashtra",0,1,1,"Masters","Female"
"Cust3191","India","Maharashtra",0,1,1,"Highschool or below","Female"
"Cust3567","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust4280","India","Maharashtra",1,1,2,"Masters","Male"
"Cust5349","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust6084","India","Maharashtra",1,2,2,"ProfessionalQalification","Male"
"Cust3846","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust5537","India","Maharashtra",0,2,2,"Masters","Male"
"Cust1779","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust4780","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust6471","India","Maharashtra",0,2,1,"Graduation","Female"
"Cust4602","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust1223","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust6105","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust4110","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust3894","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust4225","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust4046","India","Maharashtra",0,2,1,"Graduation","Female"
"Cust5998","India","Maharashtra",0,1,2,"Highschool or below","Female"
"Cust3100","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust3825","India","?",0,2,2,"Graduation","Female"
"Cust3439","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust5668","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust2815","India","Maharashtra",0,2,2,"Graduation","Female"
"Cust2393","India","Maharashtra",0,2,2,"ProfessionalQalification","Male"
"Cust4636","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust4211","India","Maharashtra",0,1,1,"ProfessionalQalification","Male"
"Cust6044","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust2170","India","Maharashtra",0,1,2,"Graduation","Male"
"Cust5341","India","Maharashtra",0,1,2,"ProfessionalQalification","Female"
"Cust4094","India","Maharashtra",0,2,2,"Graduation","Male"
"Cust5177","India","Maharashtra",1,2,2,"ProfessionalQalification","Male"
"Cust3555","India","Maharashtra",0,2,2,"Highschool or below","Male"
"Cust2089","India","Maharashtra",1,1,2,"Highschool or below","Male"
"Cust1639","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust5686","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust4132","India","Maharashtra",0,2,2,"Highschool or below","Female"
"Cust5338","India","Maharashtra",1,2,2,"Masters","Male"
"Cust2078","India","Maharashtra",1,2,2,"Highschool or below","Male"
"Cust4158","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust4518","India","Maharashtra",0,1,1,"Graduation","Male"
"Cust4799","India","Maharashtra",0,1,1,"Graduation","Female"
"Cust1308","India","Maharashtra",0,1,1,"Highschool or below","Male"
"Cust4630","India","Maharashtra",0,2,2,"ProfessionalQalification","Female"
"Cust4478","India","Maharashtra",0,1,2,"Graduation","Male"
