"CustomerID","TypeOfService","SeviceDetails"
"Cust3175","HasPhoneService","1"
"Cust3922","TechnicalSupport","No"
"Cust2907","MultipleLines","No"
"Cust2430","OnlineBackup","No"
"Cust2596","OnlineBackup","No"
"Cust3552","StreamingMovies","No"
"Cust2252","OnlineSecurity","Yes"
"Cust2750","DeviceProtection","No internet service"
"Cust6247","StreamingMovies","Yes"
"Cust4900","InternetServiceCategory","Fiber optic"
"Cust4389","OnlineBackup","Yes"
"Cust3164","OnlineBackup","No internet service"
"Cust4570","OnlineSecurity","No"
"Cust5220","TechnicalSupport","No"
"Cust2321","MultipleLines","No"
"Cust2165","HasPhoneService","1"
"Cust1566","InternetServiceCategory","DSL"
"Cust2477","OnlineSecurity","Yes"
"Cust2816","InternetServiceCategory","DSL"
"Cust6370","HasPhoneService","1"
"Cust3955","StreamingMovies","Yes"
"Cust6073","OnlineSecurity","No internet service"
"Cust1957","TechnicalSupport","No"
"Cust5744","OnlineBackup","Yes"
"Cust4831","MultipleLines","No"
"Cust6082","HasPhoneService","1"
"Cust4367","StreamingTelevision","Yes"
"Cust1829","TechnicalSupport","No"
"Cust1437","OnlineBackup","No"
"Cust2439","HasPhoneService","1"
"Cust2429","MultipleLines","No"
"Cust4109","HasPhoneService","1"
"Cust4900","DeviceProtection","No"
"Cust2634","DeviceProtection","No"
"Cust5049","StreamingTelevision","No"
"Cust1589","InternetServiceCategory","Fiber optic"
"Cust2358","HasPhoneService","1"
"Cust1671","TechnicalSupport","Yes"
"Cust2391","StreamingTelevision","Yes"
"Cust4757","MultipleLines","No"
"Cust2405","StreamingMovies","Yes"
"Cust5442","OnlineSecurity","No"
"Cust4781","OnlineBackup","Yes"
"Cust4613","OnlineBackup","No internet service"
"Cust2459","TechnicalSupport","Yes"
"Cust6370","InternetServiceCategory","Fiber optic"
"Cust6286","StreamingTelevision","No"
"Cust5944","StreamingTelevision","Yes"
"Cust5603","OnlineSecurity","No"
"Cust2243","StreamingMovies","No internet service"
"Cust5006","OnlineSecurity","Yes"
"Cust4063","StreamingTelevision","Yes"
"Cust4840","OnlineSecurity","Yes"
"Cust3748","InternetServiceCategory","Fiber optic"
"Cust1489","StreamingTelevision","Yes"
"Cust5039","MultipleLines","No phone service"
"Cust6352","OnlineBackup","No"
"Cust3564","OnlineBackup","No"
"Cust1756","OnlineSecurity","No"
"Cust3097","StreamingTelevision","No internet service"
"Cust2501","MultipleLines","No phone service"
"Cust5685","OnlineBackup","No"
"Cust3481","StreamingTelevision","No"
"Cust4575","OnlineSecurity","No"
"Cust2466","HasPhoneService","1"
"Cust1256","OnlineSecurity","No"
"Cust1755","OnlineSecurity","No"
"Cust2734","TechnicalSupport","Yes"
"Cust5418","TechnicalSupport","No internet service"
"Cust1565","HasPhoneService","1"
"Cust5334","OnlineBackup","No"
"Cust4497","DeviceProtection","Yes"
"Cust4570","StreamingMovies","No"
"Cust2263","DeviceProtection","Yes"
"Cust2629","StreamingMovies","No"
"Cust1926","HasPhoneService","1"
"Cust5159","InternetServiceCategory","DSL"
"Cust6170","OnlineSecurity","No"
"Cust2403","HasPhoneService","1"
"Cust5057","MultipleLines","No"
"Cust4593","HasPhoneService","1"
"Cust3564","StreamingMovies","No"
"Cust6351","HasPhoneService","1"
"Cust5224","InternetServiceCategory","Fiber optic"
"Cust1338","OnlineSecurity","No"
"Cust4731","StreamingTelevision","Yes"
"Cust4319","OnlineSecurity","No internet service"
"Cust3943","TechnicalSupport","No internet service"
"Cust3768","StreamingMovies","No"
"Cust5173","InternetServiceCategory","Fiber optic"
"Cust6484","HasPhoneService","1"
"Cust1390","InternetServiceCategory","DSL"
"Cust4276","TechnicalSupport","Yes"
"Cust3813","HasPhoneService","0"
"Cust3853","MultipleLines","Yes"
"Cust5349","StreamingTelevision","No internet service"
"Cust4492","OnlineBackup","Yes"
"Cust4985","InternetServiceCategory","Fiber optic"
"Cust5945","StreamingMovies","No"
"Cust5012","StreamingTelevision","No internet service"
"Cust4265","TechnicalSupport","No"
"Cust2556","StreamingMovies","Yes"
"Cust4633","TechnicalSupport","No"
"Cust4175","OnlineSecurity","No"
"Cust3516","OnlineBackup","No"
"Cust4503","OnlineBackup","No"
"Cust4489","StreamingMovies","Yes"
"Cust1627","InternetServiceCategory","Fiber optic"
"Cust2774","StreamingTelevision","Yes"
"Cust3174","DeviceProtection","No internet service"
"Cust1244","MultipleLines","No"
"Cust4584","StreamingMovies","No"
"Cust5448","OnlineSecurity","Yes"
"Cust4084","HasPhoneService","1"
"Cust1203","MultipleLines","No"
"Cust2931","StreamingTelevision","No internet service"
"Cust2919","TechnicalSupport","Yes"
"Cust3705","StreamingMovies","Yes"
"Cust4981","OnlineSecurity","No internet service"
"Cust3366","StreamingTelevision","No internet service"
"Cust2681","InternetServiceCategory","No"
"Cust2958","HasPhoneService","1"
"Cust3918","DeviceProtection","No internet service"
"Cust3119","DeviceProtection","Yes"
"Cust4165","DeviceProtection","No internet service"
"Cust2080","OnlineBackup","No"
"Cust4256","OnlineBackup","No"
"Cust3831","OnlineSecurity","No internet service"
"Cust6137","DeviceProtection","No"
"Cust4195","TechnicalSupport","Yes"
"Cust2840","MultipleLines","Yes"
"Cust2431","MultipleLines","No"
"Cust3433","OnlineSecurity","No"
"Cust1491","OnlineBackup","No"
"Cust6031","DeviceProtection","Yes"
"Cust2605","StreamingMovies","No"
"Cust5129","DeviceProtection","Yes"
"Cust3481","TechnicalSupport","No"
"Cust4202","MultipleLines","Yes"
"Cust2092","StreamingMovies","Yes"
"Cust5435","OnlineSecurity","No"
"Cust6126","DeviceProtection","No"
"Cust1379","StreamingMovies","No"
"Cust4036","OnlineBackup","Yes"
"Cust1623","HasPhoneService","1"
"Cust4996","MultipleLines","No"
"Cust2483","TechnicalSupport","No internet service"
"Cust4012","InternetServiceCategory","No"
"Cust5773","OnlineSecurity","Yes"
"Cust5331","StreamingTelevision","No internet service"
"Cust4992","StreamingTelevision","No"
"Cust6187","HasPhoneService","1"
"Cust2956","OnlineSecurity","No"
"Cust6455","OnlineBackup","No internet service"
"Cust6297","MultipleLines","Yes"
"Cust5176","StreamingTelevision","Yes"
"Cust3844","TechnicalSupport","No"
"Cust2306","StreamingMovies","Yes"
"Cust3832","OnlineSecurity","Yes"
"Cust2410","StreamingTelevision","Yes"
"Cust6259","MultipleLines","No phone service"
"Cust4790","DeviceProtection","Yes"
"Cust1779","MultipleLines","No"
"Cust4860","OnlineBackup","No internet service"
"Cust6444","HasPhoneService","1"
"Cust4014","OnlineBackup","No internet service"
"Cust5998","TechnicalSupport","No internet service"
"Cust2267","StreamingTelevision","No"
"Cust6118","TechnicalSupport","Yes"
"Cust2737","OnlineBackup","No internet service"
"Cust1690","InternetServiceCategory","Fiber optic"
"Cust5421","StreamingTelevision","Yes"
"Cust1575","StreamingTelevision","No"
"Cust4311","HasPhoneService","0"
"Cust3892","TechnicalSupport","No"
"Cust2930","DeviceProtection","Yes"
"Cust2667","TechnicalSupport","No"
"Cust5161","OnlineSecurity","No"
"Cust6050","InternetServiceCategory","DSL"
"Cust4921","OnlineSecurity","No"
"Cust3399","HasPhoneService","1"
"Cust2573","TechnicalSupport","Yes"
"Cust1417","OnlineSecurity","No"
"Cust2096","StreamingMovies","Yes"
"Cust5060","MultipleLines","No"
"Cust1485","TechnicalSupport","No"
"Cust3663","DeviceProtection","No internet service"
"Cust1966","InternetServiceCategory","DSL"
"Cust2669","TechnicalSupport","No internet service"
"Cust1802","StreamingMovies","Yes"
"Cust5552","MultipleLines","Yes"
"Cust6231","MultipleLines","Yes"
"Cust4366","TechnicalSupport","No"
"Cust3680","OnlineSecurity","No"
"Cust2851","StreamingMovies","Yes"
"Cust2762","StreamingTelevision","Yes"
"Cust4358","InternetServiceCategory","DSL"
"Cust4210","StreamingMovies","No"
"Cust3756","OnlineBackup","No"
"Cust3055","TechnicalSupport","No"
"Cust4667","DeviceProtection","No internet service"
"Cust5521","InternetServiceCategory","DSL"
"Cust5379","MultipleLines","No"
"Cust3880","StreamingTelevision","No"
"Cust5754","StreamingMovies","No"
"Cust1394","HasPhoneService","1"
"Cust5219","InternetServiceCategory","No"
"Cust6445","StreamingTelevision","No internet service"
"Cust3081","StreamingMovies","Yes"
"Cust3416","HasPhoneService","1"
"Cust5851","MultipleLines","Yes"
"Cust5944","MultipleLines","No"
"Cust5139","StreamingTelevision","No"
"Cust2083","OnlineBackup","No internet service"
"Cust5998","OnlineBackup","No internet service"
"Cust4828","OnlineSecurity","No"
"Cust5108","OnlineBackup","No internet service"
"Cust4656","OnlineBackup","No internet service"
"Cust4816","OnlineBackup","No internet service"
"Cust4022","StreamingMovies","Yes"
"Cust2428","StreamingMovies","Yes"
"Cust2740","TechnicalSupport","No internet service"
"Cust5691","TechnicalSupport","No"
"Cust2531","TechnicalSupport","No internet service"
"Cust4979","StreamingTelevision","No internet service"
"Cust1311","InternetServiceCategory","Fiber optic"
"Cust4991","DeviceProtection","Yes"
"Cust4580","StreamingTelevision","Yes"
"Cust4066","DeviceProtection","Yes"
"Cust6381","InternetServiceCategory","DSL"
"Cust3017","StreamingTelevision","No internet service"
"Cust1208","InternetServiceCategory","DSL"
"Cust6388","StreamingMovies","No"
"Cust5027","DeviceProtection","Yes"
"Cust2850","MultipleLines","No"
"Cust4334","DeviceProtection","No"
"Cust3734","StreamingMovies","No"
"Cust4146","InternetServiceCategory","DSL"
"Cust3577","MultipleLines","No"
"Cust1594","OnlineSecurity","No"
"Cust5178","TechnicalSupport","No"
"Cust3526","HasPhoneService","1"
"Cust3816","OnlineSecurity","No"
"Cust3979","HasPhoneService","1"
"Cust1753","InternetServiceCategory","No"
"Cust5734","DeviceProtection","Yes"
"Cust2933","OnlineBackup","Yes"
"Cust2809","MultipleLines","Yes"
"Cust4169","InternetServiceCategory","DSL"
"Cust5154","MultipleLines","No"
"Cust3767","StreamingTelevision","Yes"
"Cust2121","OnlineBackup","No internet service"
"Cust1693","StreamingTelevision","No"
"Cust2498","StreamingMovies","Yes"
"Cust3369","InternetServiceCategory","No"
"Cust3873","OnlineBackup","No"
"Cust5065","StreamingTelevision","Yes"
"Cust3149","StreamingTelevision","Yes"
"Cust5885","StreamingTelevision","Yes"
"Cust4193","OnlineSecurity","Yes"
"Cust3277","StreamingTelevision","No"
"Cust3800","HasPhoneService","1"
"Cust2669","DeviceProtection","No internet service"
"Cust6358","OnlineSecurity","No internet service"
"Cust3645","DeviceProtection","No"
"Cust6497","TechnicalSupport","No"
"Cust4103","DeviceProtection","Yes"
"Cust4064","StreamingMovies","Yes"
"Cust5824","MultipleLines","No"
"Cust3817","InternetServiceCategory","Fiber optic"
"Cust2585","TechnicalSupport","Yes"
"Cust3874","MultipleLines","Yes"
"Cust5744","StreamingMovies","No"
"Cust3023","StreamingMovies","Yes"
"Cust2813","OnlineSecurity","Yes"
"Cust1862","InternetServiceCategory","Fiber optic"
"Cust6434","StreamingMovies","No"
"Cust2882","MultipleLines","Yes"
"Cust5640","MultipleLines","No"
"Cust4309","TechnicalSupport","Yes"
"Cust4247","OnlineSecurity","No"
"Cust1219","InternetServiceCategory","Fiber optic"
"Cust3724","TechnicalSupport","No"
"Cust3766","OnlineSecurity","No"
"Cust1409","DeviceProtection","Yes"
"Cust1333","StreamingTelevision","Yes"
"Cust3899","OnlineSecurity","No"
"Cust2700","OnlineSecurity","Yes"
"Cust5404","MultipleLines","No"
"Cust1765","InternetServiceCategory","Fiber optic"
"Cust5736","OnlineBackup","Yes"
"Cust4324","TechnicalSupport","Yes"
"Cust5292","OnlineBackup","Yes"
"Cust2076","StreamingTelevision","No"
"Cust5613","MultipleLines","Yes"
"Cust3121","DeviceProtection","No internet service"
"Cust4968","StreamingTelevision","No"
"Cust2270","TechnicalSupport","Yes"
"Cust4873","OnlineBackup","Yes"
"Cust6037","InternetServiceCategory","No"
"Cust2633","MultipleLines","Yes"
"Cust5678","OnlineSecurity","No internet service"
"Cust1503","StreamingTelevision","No internet service"
"Cust2001","OnlineBackup","No"
"Cust4127","DeviceProtection","No"
"Cust1339","StreamingMovies","No internet service"
"Cust2929","TechnicalSupport","No"
"Cust4187","TechnicalSupport","Yes"
"Cust4891","MultipleLines","Yes"
"Cust3899","MultipleLines","No"
"Cust4980","StreamingMovies","Yes"
"Cust6068","StreamingTelevision","Yes"
"Cust5987","TechnicalSupport","No internet service"
"Cust5379","InternetServiceCategory","No"
"Cust2143","StreamingTelevision","Yes"
"Cust4597","MultipleLines","No"
"Cust2832","OnlineSecurity","No internet service"
"Cust4442","HasPhoneService","1"
"Cust2708","OnlineBackup","No internet service"
"Cust6096","HasPhoneService","1"
"Cust1699","OnlineBackup","No"
"Cust4725","MultipleLines","No"
"Cust4831","HasPhoneService","1"
"Cust6288","StreamingTelevision","Yes"
"Cust5132","InternetServiceCategory","DSL"
"Cust3213","InternetServiceCategory","Fiber optic"
"Cust3362","DeviceProtection","No"
"Cust3387","InternetServiceCategory","DSL"
"Cust3337","OnlineSecurity","No"
"Cust6076","StreamingTelevision","No internet service"
"Cust2043","DeviceProtection","Yes"
"Cust6376","OnlineBackup","No internet service"
"Cust2245","HasPhoneService","1"
"Cust3294","HasPhoneService","1"
"Cust1939","MultipleLines","No phone service"
"Cust4508","HasPhoneService","1"
"Cust1347","HasPhoneService","1"
"Cust2933","StreamingTelevision","Yes"
"Cust3068","HasPhoneService","1"
"Cust2629","TechnicalSupport","Yes"
"Cust1668","TechnicalSupport","No"
"Cust5891","DeviceProtection","No"
"Cust3966","OnlineBackup","Yes"
"Cust5568","MultipleLines","Yes"
"Cust1575","OnlineBackup","No"
"Cust2561","InternetServiceCategory","DSL"
"Cust4954","OnlineBackup","No"
"Cust2398","OnlineBackup","No"
"Cust3867","MultipleLines","No"
"Cust2798","InternetServiceCategory","DSL"
"Cust1486","OnlineBackup","No internet service"
"Cust2821","OnlineBackup","No internet service"
"Cust4144","TechnicalSupport","No internet service"
"Cust4455","TechnicalSupport","No internet service"
"Cust1400","HasPhoneService","1"
"Cust4538","OnlineBackup","Yes"
"Cust3503","DeviceProtection","No"
"Cust3728","InternetServiceCategory","Fiber optic"
"Cust4410","OnlineSecurity","Yes"
"Cust2160","TechnicalSupport","No internet service"
"Cust5222","OnlineBackup","No"
"Cust4846","OnlineSecurity","Yes"
"Cust5553","DeviceProtection","No"
"Cust3535","DeviceProtection","Yes"
"Cust3645","InternetServiceCategory","DSL"
"Cust1907","StreamingTelevision","Yes"
"Cust6486","HasPhoneService","1"
"Cust2817","HasPhoneService","1"
"Cust1974","TechnicalSupport","No"
"Cust1629","StreamingMovies","Yes"
"Cust6299","OnlineSecurity","Yes"
"Cust5331","DeviceProtection","No internet service"
"Cust1465","TechnicalSupport","No"
"Cust2396","StreamingMovies","No"
"Cust3968","OnlineSecurity","Yes"
"Cust2500","OnlineBackup","Yes"
"Cust2032","MultipleLines","No"
"Cust1762","MultipleLines","No"
"Cust3101","StreamingTelevision","No internet service"
"Cust2613","InternetServiceCategory","Fiber optic"
"Cust2631","OnlineBackup","No"
"Cust3337","InternetServiceCategory","DSL"
"Cust5183","StreamingMovies","Yes"
"Cust3228","MultipleLines","No"
"Cust5337","OnlineSecurity","No internet service"
"Cust4317","DeviceProtection","Yes"
"Cust3979","TechnicalSupport","No internet service"
"Cust2825","StreamingMovies","No internet service"
"Cust3939","DeviceProtection","No"
"Cust2514","DeviceProtection","Yes"
"Cust2463","OnlineSecurity","Yes"
"Cust2174","MultipleLines","No phone service"
"Cust2280","OnlineBackup","No internet service"
"Cust1509","OnlineSecurity","No internet service"
"Cust3047","DeviceProtection","Yes"
"Cust6328","StreamingTelevision","No"
"Cust1229","MultipleLines","Yes"
"Cust4343","StreamingTelevision","No internet service"
"Cust4652","TechnicalSupport","No"
"Cust5171","TechnicalSupport","Yes"
"Cust5047","StreamingTelevision","No"
"Cust2789","HasPhoneService","0"
"Cust2871","HasPhoneService","1"
"Cust1275","StreamingMovies","No"
"Cust5122","StreamingTelevision","No internet service"
"Cust6100","DeviceProtection","No"
"Cust5081","StreamingMovies","No internet service"
"Cust2238","OnlineBackup","Yes"
"Cust6166","TechnicalSupport","Yes"
"Cust2866","StreamingTelevision","No"
"Cust4933","StreamingTelevision","Yes"
"Cust1522","InternetServiceCategory","Fiber optic"
"Cust2275","HasPhoneService","1"
"Cust3594","TechnicalSupport","No internet service"
"Cust3671","InternetServiceCategory","DSL"
"Cust5916","TechnicalSupport","No internet service"
"Cust5329","InternetServiceCategory","No"
"Cust2591","OnlineSecurity","No"
"Cust6011","OnlineSecurity","No internet service"
"Cust2329","HasPhoneService","1"
"Cust1696","OnlineBackup","Yes"
"Cust1873","OnlineSecurity","No"
"Cust5163","DeviceProtection","No internet service"
"Cust2272","OnlineBackup","No"
"Cust1352","OnlineBackup","No internet service"
"Cust5389","StreamingTelevision","Yes"
"Cust3980","MultipleLines","Yes"
"Cust1530","DeviceProtection","No"
"Cust5409","StreamingMovies","No"
"Cust2751","OnlineSecurity","No internet service"
"Cust6252","OnlineSecurity","Yes"
"Cust6280","TechnicalSupport","No"
"Cust2051","StreamingMovies","No internet service"
"Cust4831","StreamingTelevision","No internet service"
"Cust4963","OnlineSecurity","Yes"
"Cust5448","InternetServiceCategory","DSL"
"Cust2754","DeviceProtection","No"
"Cust3889","TechnicalSupport","No"
"Cust5619","MultipleLines","No phone service"
"Cust6319","OnlineBackup","Yes"
"Cust4928","MultipleLines","No"
"Cust1697","OnlineSecurity","No internet service"
"Cust5099","MultipleLines","No"
"Cust5605","DeviceProtection","No"
"Cust2904","StreamingMovies","Yes"
"Cust1831","MultipleLines","Yes"
"Cust2122","HasPhoneService","1"
"Cust4768","OnlineSecurity","Yes"
"Cust3447","DeviceProtection","Yes"
"Cust1576","StreamingTelevision","No"
"Cust6195","OnlineSecurity","No"
"Cust3617","InternetServiceCategory","DSL"
"Cust4795","StreamingMovies","No"
"Cust5768","DeviceProtection","No internet service"
"Cust4048","MultipleLines","No"
"Cust3111","OnlineBackup","Yes"
"Cust1236","OnlineBackup","Yes"
"Cust4533","InternetServiceCategory","Fiber optic"
"Cust6434","StreamingTelevision","Yes"
"Cust5282","OnlineBackup","Yes"
"Cust2762","TechnicalSupport","Yes"
"Cust4141","TechnicalSupport","No"
"Cust4563","TechnicalSupport","No"
"Cust1889","StreamingTelevision","No internet service"
"Cust3530","DeviceProtection","No"
"Cust3205","HasPhoneService","1"
"Cust4827","MultipleLines","No phone service"
"Cust3070","TechnicalSupport","No"
"Cust5576","StreamingTelevision","Yes"
"Cust5210","HasPhoneService","1"
"Cust4409","MultipleLines","No"
"Cust5769","OnlineBackup","No internet service"
"Cust1638","StreamingMovies","Yes"
"Cust2334","MultipleLines","No"
"Cust4733","HasPhoneService","0"
"Cust5257","OnlineBackup","No"
"Cust3437","InternetServiceCategory","Fiber optic"
"Cust1634","StreamingMovies","Yes"
"Cust6217","MultipleLines","Yes"
"Cust3067","MultipleLines","Yes"
"Cust4788","OnlineSecurity","No internet service"
"Cust4202","DeviceProtection","No"
"Cust3526","StreamingTelevision","No"
"Cust3776","TechnicalSupport","Yes"
"Cust4679","OnlineBackup","No"
"Cust4087","OnlineBackup","Yes"
"Cust5555","DeviceProtection","No"
"Cust3485","DeviceProtection","No"
"Cust2145","InternetServiceCategory","Fiber optic"
"Cust1355","StreamingMovies","No"
"Cust2910","InternetServiceCategory","DSL"
"Cust3956","StreamingMovies","No internet service"
"Cust3196","InternetServiceCategory","Fiber optic"
"Cust6494","TechnicalSupport","No internet service"
"Cust4641","MultipleLines","No"
"Cust3008","MultipleLines","Yes"
"Cust5109","TechnicalSupport","No"
"Cust5446","MultipleLines","No"
"Cust5285","InternetServiceCategory","Fiber optic"
"Cust4595","StreamingTelevision","Yes"
"Cust5777","StreamingTelevision","Yes"
"Cust4029","DeviceProtection","Yes"
"Cust5094","OnlineBackup","No"
"Cust2950","MultipleLines","No"
"Cust1938","InternetServiceCategory","No"
"Cust6179","TechnicalSupport","No"
"Cust2688","TechnicalSupport","No internet service"
"Cust2165","MultipleLines","Yes"
"Cust6396","MultipleLines","Yes"
"Cust1986","StreamingMovies","No"
"Cust1394","MultipleLines","No"
"Cust5617","HasPhoneService","1"
"Cust4108","TechnicalSupport","No"
"Cust2842","MultipleLines","Yes"
"Cust5751","StreamingMovies","Yes"
"Cust1988","StreamingTelevision","Yes"
"Cust3824","TechnicalSupport","No"
"Cust3644","InternetServiceCategory","No"
"Cust5783","OnlineBackup","Yes"
"Cust4658","OnlineSecurity","No internet service"
"Cust2614","OnlineSecurity","No internet service"
"Cust3833","MultipleLines","No"
"Cust2559","OnlineSecurity","No"
"Cust4053","TechnicalSupport","No internet service"
"Cust4012","StreamingMovies","No internet service"
"Cust4209","InternetServiceCategory","DSL"
"Cust4171","HasPhoneService","1"
"Cust4236","InternetServiceCategory","DSL"
"Cust4676","StreamingMovies","No internet service"
"Cust6377","StreamingMovies","Yes"
"Cust3674","StreamingTelevision","No"
"Cust3891","HasPhoneService","1"
"Cust2485","TechnicalSupport","No internet service"
"Cust2379","HasPhoneService","1"
"Cust5690","StreamingMovies","No"
"Cust2202","StreamingTelevision","No"
"Cust4577","OnlineBackup","Yes"
"Cust3516","OnlineSecurity","No"
"Cust3426","HasPhoneService","1"
"Cust4006","MultipleLines","No"
"Cust2980","OnlineSecurity","No"
"Cust2055","MultipleLines","No"
"Cust5794","TechnicalSupport","Yes"
"Cust3151","OnlineSecurity","No"
"Cust4254","HasPhoneService","1"
"Cust6487","OnlineSecurity","No"
"Cust1264","StreamingMovies","No"
"Cust2677","MultipleLines","Yes"
"Cust4470","OnlineSecurity","No internet service"
"Cust1585","StreamingMovies","Yes"
"Cust2589","StreamingTelevision","No"
"Cust2133","OnlineSecurity","Yes"
"Cust3214","OnlineBackup","Yes"
"Cust2796","StreamingMovies","No"
"Cust1453","HasPhoneService","1"
"Cust5034","TechnicalSupport","No"
"Cust3721","TechnicalSupport","No"
"Cust4345","StreamingMovies","Yes"
"Cust5389","InternetServiceCategory","DSL"
"Cust3557","StreamingTelevision","No internet service"
"Cust2831","OnlineBackup","No internet service"
"Cust1254","StreamingMovies","No"
"Cust3056","OnlineSecurity","No"
"Cust4982","OnlineSecurity","No"
"Cust4862","MultipleLines","Yes"
"Cust5827","TechnicalSupport","No internet service"
"Cust2806","TechnicalSupport","No internet service"
"Cust1956","StreamingMovies","No"
"Cust3839","InternetServiceCategory","Fiber optic"
"Cust6464","HasPhoneService","1"
"Cust3726","MultipleLines","Yes"
"Cust5165","OnlineSecurity","No"
"Cust4811","MultipleLines","No"
"Cust4823","OnlineSecurity","Yes"
"Cust5027","HasPhoneService","1"
"Cust4711","StreamingTelevision","No"
"Cust5999","MultipleLines","Yes"
"Cust6382","StreamingTelevision","No"
"Cust6060","HasPhoneService","1"
"Cust3484","DeviceProtection","No internet service"
"Cust5904","TechnicalSupport","Yes"
"Cust5413","OnlineBackup","No internet service"
"Cust1358","DeviceProtection","No internet service"
"Cust3598","StreamingTelevision","No"
"Cust3480","InternetServiceCategory","DSL"
"Cust5664","TechnicalSupport","Yes"
"Cust2037","MultipleLines","Yes"
"Cust6146","InternetServiceCategory","DSL"
"Cust1287","DeviceProtection","Yes"
"Cust4716","OnlineBackup","No"
"Cust4136","MultipleLines","No"
"Cust2078","StreamingTelevision","No"
"Cust3623","OnlineBackup","Yes"
"Cust3619","DeviceProtection","No"
"Cust5252","MultipleLines","No"
"Cust3976","StreamingMovies","Yes"
"Cust4940","MultipleLines","No"
"Cust3716","TechnicalSupport","No"
"Cust5681","InternetServiceCategory","Fiber optic"
"Cust1675","StreamingMovies","Yes"
"Cust1657","StreamingMovies","Yes"
"Cust1955","StreamingMovies","Yes"
"Cust3366","DeviceProtection","No internet service"
"Cust3171","StreamingTelevision","No"
"Cust1231","DeviceProtection","No"
"Cust6148","StreamingTelevision","Yes"
"Cust3441","TechnicalSupport","No internet service"
"Cust3826","OnlineSecurity","No internet service"
"Cust2684","MultipleLines","Yes"
"Cust4691","MultipleLines","No"
"Cust1877","TechnicalSupport","No"
"Cust2279","HasPhoneService","1"
"Cust3047","OnlineSecurity","No"
"Cust6160","HasPhoneService","1"
"Cust5205","HasPhoneService","1"
"Cust1456","HasPhoneService","1"
"Cust3789","StreamingTelevision","No"
"Cust4573","InternetServiceCategory","Fiber optic"
"Cust4754","TechnicalSupport","No"
"Cust2553","TechnicalSupport","Yes"
"Cust4646","TechnicalSupport","No internet service"
"Cust5912","DeviceProtection","No"
"Cust3858","DeviceProtection","No"
"Cust2775","MultipleLines","Yes"
"Cust4580","OnlineSecurity","No"
"Cust3374","TechnicalSupport","Yes"
"Cust5689","TechnicalSupport","No"
"Cust3647","DeviceProtection","Yes"
"Cust4688","MultipleLines","Yes"
"Cust1799","StreamingTelevision","Yes"
"Cust1596","MultipleLines","No"
"Cust1391","StreamingMovies","Yes"
"Cust3216","HasPhoneService","1"
"Cust3273","DeviceProtection","Yes"
"Cust5869","StreamingTelevision","No"
"Cust2066","MultipleLines","No"
"Cust4123","DeviceProtection","Yes"
"Cust4945","DeviceProtection","Yes"
"Cust3410","DeviceProtection","No internet service"
"Cust4346","HasPhoneService","1"
"Cust1916","MultipleLines","Yes"
"Cust5071","HasPhoneService","1"
"Cust5698","TechnicalSupport","No internet service"
"Cust2198","OnlineBackup","No internet service"
"Cust1341","OnlineSecurity","No"
"Cust3200","TechnicalSupport","No"
"Cust3643","InternetServiceCategory","DSL"
"Cust5053","TechnicalSupport","Yes"
"Cust4678","HasPhoneService","1"
"Cust4063","DeviceProtection","No"
"Cust3171","OnlineSecurity","No"
"Cust4652","InternetServiceCategory","DSL"
"Cust1486","StreamingTelevision","No internet service"
"Cust3949","TechnicalSupport","No"
"Cust2837","StreamingMovies","No internet service"
"Cust5565","OnlineBackup","Yes"
"Cust3118","OnlineBackup","No"
"Cust3181","DeviceProtection","No internet service"
"Cust3701","OnlineSecurity","Yes"
"Cust5794","StreamingTelevision","No"
"Cust5980","OnlineSecurity","No internet service"
"Cust4306","DeviceProtection","No"
"Cust4073","OnlineBackup","No"
"Cust4805","StreamingTelevision","Yes"
"Cust6294","MultipleLines","No"
"Cust1665","MultipleLines","Yes"
"Cust6233","OnlineBackup","Yes"
"Cust2637","TechnicalSupport","Yes"
"Cust1848","StreamingMovies","No"
"Cust4725","TechnicalSupport","No internet service"
"Cust1604","OnlineBackup","No"
"Cust5827","MultipleLines","No"
"Cust6238","StreamingTelevision","No internet service"
"Cust2646","StreamingTelevision","No"
"Cust3435","InternetServiceCategory","Fiber optic"
"Cust3672","InternetServiceCategory","Fiber optic"
"Cust5825","OnlineSecurity","Yes"
"Cust1970","StreamingTelevision","No internet service"
"Cust1520","TechnicalSupport","Yes"
"Cust4578","DeviceProtection","Yes"
"Cust2408","TechnicalSupport","Yes"
"Cust1216","StreamingTelevision","No"
"Cust3886","DeviceProtection","No"
"Cust4054","OnlineSecurity","No"
"Cust2990","OnlineBackup","No internet service"
"Cust5516","StreamingTelevision","No internet service"
"Cust1281","StreamingMovies","Yes"
"Cust3321","DeviceProtection","No"
"Cust2227","InternetServiceCategory","No"
"Cust2147","MultipleLines","Yes"
"Cust1296","StreamingMovies","No"
"Cust3213","OnlineBackup","Yes"
"Cust5606","MultipleLines","No"
"Cust3597","MultipleLines","No"
"Cust4817","HasPhoneService","1"
"Cust4270","StreamingMovies","No"
"Cust6210","OnlineSecurity","No"
"Cust5390","HasPhoneService","1"
"Cust3444","OnlineBackup","Yes"
"Cust5067","TechnicalSupport","Yes"
"Cust3818","TechnicalSupport","No"
"Cust3448","StreamingMovies","Yes"
"Cust2145","OnlineSecurity","Yes"
"Cust2258","OnlineBackup","Yes"
"Cust4866","StreamingTelevision","No"
"Cust5974","MultipleLines","No"
